type,client,tx,amount
withdrawal,935,22930,2
withdrawal,356,22932,3
deposit,407,22933,1
withdrawal,407,22934,7
deposit,951,22936,13
deposit,182,22937,7
deposit,322,22939,10
deposit,563,22941,10
dispute,502,22117
chargeback,502,22117
deposit,495,22945,1
deposit,316,22946,14
dispute,139,17927
withdrawal,743,22950,12
withdrawal,549,22952,4
withdrawal,878,22953,4
withdrawal,125,22954,5
deposit,772,22955,5
withdrawal,897,22956,12
withdrawal,490,22959,0
withdrawal,32,22960,11
deposit,648,22963,16
deposit,568,22964,4
deposit,343,22966,16
withdrawal,220,22968,15
deposit,570,22969,1
withdrawal,617,22970,13
resolve,139,17927
deposit,213,22972,12
dispute,877,22591
withdrawal,59,22975,17
withdrawal,676,22976,11
deposit,399,22979,7
deposit,989,22980,18
deposit,414,22982,0
chargeback,877,22591
deposit,525,22987,10
withdrawal,209,22989,17
deposit,342,22990,7
withdrawal,201,22991,15
withdrawal,12,22992,4
deposit,585,22993,5
withdrawal,461,22994,12
withdrawal,761,22995,13
deposit,363,22997,17
withdrawal,247,22998,18
withdrawal,253,23002,10
deposit,524,23006,10
dispute,968,22536
withdrawal,933,23009,10
dispute,329,4045
deposit,939,23011,5
withdrawal,972,23014,6
withdrawal,243,23015,11
withdrawal,410,23017,6
deposit,420,23018,14
deposit,14,23019,7
deposit,298,23020,2
withdrawal,547,23021,11
resolve,968,22536
withdrawal,389,23023,16
deposit,483,23024,16
dispute,453,21712
deposit,566,23028,17
deposit,646,23029,18
deposit,954,23031,5
withdrawal,388,23032,9
deposit,250,23033,7
withdrawal,74,23034,3
withdrawal,178,23035,14
withdrawal,761,23037,14
withdrawal,700,23038,10
deposit,718,23040,6
withdrawal,258,23041,4
deposit,537,23042,19
withdrawal,32,23045,0
deposit,508,23046,9
deposit,618,23047,3
withdrawal,305,23048,3
deposit,113,23049,8
deposit,777,23050,7
resolve,329,4045
deposit,933,23052,2
deposit,830,23053,7
deposit,187,23054,2
deposit,532,23055,6
deposit,901,23057,0
withdrawal,212,23058,15
withdrawal,250,23060,14
deposit,708,23061,1
resolve,453,21712
deposit,300,23063,2
dispute,678,14486
withdrawal,539,23067,13
dispute,672,9458
deposit,291,23069,6
deposit,800,23070,6
deposit,507,23071,0
resolve,678,14486
chargeback,672,9458
deposit,674,23075,0
deposit,438,23076,13
withdrawal,598,23079,19
deposit,613,23081,1
deposit,912,23083,11
deposit,343,23087,6
deposit,21,23088,0
deposit,998,23089,3
withdrawal,399,23091,10
withdrawal,412,23092,0
deposit,382,23098,6
withdrawal,22,23099,11
withdrawal,486,23100,11
dispute,562,6707
withdrawal,358,23102,8
deposit,193,23105,7
withdrawal,289,23108,4
dispute,295,2944
deposit,307,23113,16
deposit,613,23114,15
deposit,4,23115,9
deposit,852,23116,4
chargeback,562,6707
deposit,438,23120,8
withdrawal,160,23122,11
withdrawal,437,23125,3
resolve,295,2944
deposit,822,23130,9
withdrawal,239,23131,7
withdrawal,829,23132,11
deposit,445,23134,13
deposit,648,23135,8
withdrawal,666,23136,11
dispute,99,14508
withdrawal,632,23140,5
deposit,210,23143,2
deposit,913,23144,18
withdrawal,2,23146,1
withdrawal,9,23147,1
withdrawal,822,23149,13
withdrawal,220,23151,19
withdrawal,861,23153,14
deposit,517,23154,14
withdrawal,440,23155,13
withdrawal,299,23156,18
deposit,472,23158,2
withdrawal,265,23159,16
withdrawal,253,23164,11
withdrawal,154,23165,1
withdrawal,810,23166,17
deposit,872,23168,11
chargeback,99,14508
withdrawal,944,23173,1
deposit,113,23174,15
deposit,733,23175,8
withdrawal,244,23178,18
withdrawal,192,23179,15
withdrawal,656,23180,14
withdrawal,514,23181,12
deposit,947,23182,18
withdrawal,661,23184,13
deposit,800,23185,2
deposit,943,23186,7
deposit,523,23187,7
withdrawal,341,23188,18
dispute,900,9847
withdrawal,244,23191,11
deposit,943,23194,9
withdrawal,967,23195,0
deposit,475,23196,11
chargeback,900,9847
deposit,713,23199,16
deposit,113,23202,6
withdrawal,680,23205,3
withdrawal,475,23207,15
deposit,782,23209,11
deposit,876,23210,2
withdrawal,329,23211,14
withdrawal,964,23212,4
dispute,439,10928
withdrawal,759,23215,10
deposit,545,23216,3
deposit,943,23217,15
deposit,83,23218,2
withdrawal,90,23219,13
chargeback,439,10928
deposit,42,23221,12
deposit,807,23222,10
deposit,250,23223,8
deposit,535,23224,7
deposit,822,23225,16
deposit,629,23226,8
withdrawal,781,23227,13
deposit,744,23233,9
deposit,242,23235,2
dispute,878,15543
withdrawal,950,23237,13
resolve,878,15543
withdrawal,537,23240,3
deposit,665,23241,14
deposit,577,23243,10
deposit,557,23244,4
deposit,845,23249,3
deposit,840,23251,3
withdrawal,66,23252,2
withdrawal,887,23253,14
deposit,878,23254,8
deposit,793,23255,2
withdrawal,764,23257,3
withdrawal,746,23260,17
deposit,967,23261,1
deposit,781,23263,14
deposit,205,23266,15
deposit,67,23267,11
dispute,330,7939
deposit,488,23274,12
withdrawal,213,23275,13
withdrawal,255,23277,12
resolve,330,7939
deposit,469,23279,2
withdrawal,42,23280,1
deposit,42,23281,0
deposit,435,23283,15
withdrawal,370,23284,10
deposit,921,23285,0
deposit,830,23286,17
withdrawal,207,23288,15
withdrawal,270,23289,11
withdrawal,479,23290,1
deposit,590,23291,13
deposit,189,23293,17
deposit,352,23295,15
deposit,591,23296,8
withdrawal,947,23298,7
deposit,305,23299,0
deposit,285,23300,12
deposit,547,23303,18
deposit,972,23305,6
deposit,255,23306,7
withdrawal,654,23310,4
deposit,605,23313,19
deposit,265,23316,8
deposit,814,23317,9
deposit,414,23320,14
deposit,512,23321,16
deposit,288,23322,17
withdrawal,443,23323,16
deposit,814,23324,3
withdrawal,25,23327,18
deposit,625,23329,15
deposit,152,23334,9
dispute,234,22549
withdrawal,353,23338,5
withdrawal,945,23339,18
deposit,796,23340,0
resolve,234,22549
deposit,619,23344,13
withdrawal,194,23348,11
deposit,297,23351,3
deposit,843,23352,12
withdrawal,613,23353,2
deposit,912,23357,3
withdrawal,748,23358,0
withdrawal,484,23359,4
withdrawal,342,23361,3
deposit,370,23363,8
deposit,84,23365,4
deposit,215,23366,13
withdrawal,564,23367,1
deposit,419,23370,3
deposit,61,23371,0
withdrawal,53,23372,7
deposit,250,23373,4
withdrawal,127,23375,4
deposit,342,23376,11
deposit,414,23379,9
deposit,192,23381,17
deposit,773,23382,5
deposit,189,23383,4
deposit,829,23384,1
withdrawal,971,23385,6
withdrawal,55,23387,6
withdrawal,742,23388,6
deposit,961,23389,2
deposit,532,23390,19
dispute,841,500
deposit,311,23393,6
deposit,761,23397,12
resolve,841,500
deposit,166,23401,10
deposit,845,23402,2
deposit,706,23403,10
withdrawal,797,23406,13
deposit,558,23407,18
withdrawal,616,23408,2
deposit,116,23409,10
deposit,200,23412,2
deposit,814,23413,10
withdrawal,803,23415,5
withdrawal,567,23418,0
withdrawal,507,23419,18
deposit,983,23420,11
withdrawal,280,23422,4
dispute,429,19857
dispute,625,23329
dispute,144,10047
withdrawal,438,23427,8
withdrawal,788,23429,12
withdrawal,493,23430,1
resolve,625,23329
withdrawal,255,23432,19
deposit,899,23437,6
deposit,337,23438,8
deposit,601,23441,8
deposit,953,23442,1
withdrawal,733,23443,19
dispute,171,21886
resolve,429,19857
deposit,619,23446,5
chargeback,144,10047
deposit,400,23448,7
withdrawal,343,23449,16
deposit,942,23450,2
deposit,488,23451,8
withdrawal,53,23452,4
deposit,738,23454,8
withdrawal,493,23456,10
withdrawal,527,23457,15
deposit,943,23458,13
withdrawal,24,23463,2
deposit,469,23464,19
deposit,235,23465,6
withdrawal,901,23466,16
deposit,532,23467,4
chargeback,171,21886
withdrawal,319,23471,3
withdrawal,260,23472,15
withdrawal,679,23476,8
deposit,123,23477,19
withdrawal,56,23478,5
withdrawal,996,23479,11
withdrawal,440,23480,8
deposit,545,23481,14
deposit,197,23483,9
deposit,71,23486,12
withdrawal,831,23487,6
withdrawal,889,23488,16
deposit,7,23489,17
deposit,307,23490,15
withdrawal,692,23491,1
deposit,234,23492,13
deposit,569,23495,15
withdrawal,770,23498,15
withdrawal,709,23499,8
withdrawal,30,23500,3
deposit,28,23501,1
withdrawal,254,23502,2
withdrawal,628,23503,8
withdrawal,744,23504,11
deposit,231,23506,10
withdrawal,588,23507,1
withdrawal,986,23508,10
withdrawal,517,23511,1
deposit,654,23512,9
deposit,314,23513,11
withdrawal,927,23514,16
deposit,694,23516,10
dispute,824,21344
withdrawal,763,23522,12
deposit,830,23523,19
dispute,657,13546
withdrawal,341,23527,18
deposit,48,23528,19
dispute,958,3146
deposit,654,23530,12
chargeback,824,21344
deposit,221,23532,18
deposit,326,23533,8
withdrawal,295,23534,16
withdrawal,689,23535,15
withdrawal,82,23537,0
deposit,422,23538,0
deposit,983,23539,2
withdrawal,543,23540,10
withdrawal,222,23542,17
withdrawal,747,23544,8
deposit,70,23545,3
deposit,9,23546,1
deposit,951,23547,1
deposit,807,23548,1
deposit,541,23549,4
deposit,829,23550,0
deposit,192,23552,6
withdrawal,475,23553,6
withdrawal,815,23555,2
withdrawal,595,23557,18
deposit,846,23558,4
deposit,871,23560,1
dispute,419,10052
deposit,963,23562,7
withdrawal,282,23563,15
withdrawal,832,23564,5
deposit,374,23565,15
deposit,826,23568,12
withdrawal,678,23569,5
chargeback,657,13546
deposit,870,23571,14
deposit,447,23573,10
withdrawal,225,23575,4
withdrawal,145,23578,7
withdrawal,733,23579,15
withdrawal,958,23580,8
deposit,646,23582,18
deposit,993,23584,7
deposit,621,23585,16
withdrawal,788,23586,10
deposit,288,23587,8
resolve,958,3146
withdrawal,383,23589,9
resolve,419,10052
deposit,665,23591,9
dispute,792,2868
withdrawal,279,23594,13
deposit,600,23595,10
resolve,792,2868
deposit,649,23597,7
deposit,224,23598,17
withdrawal,554,23601,9
withdrawal,143,23605,10
deposit,706,23606,4
dispute,210,2193
deposit,567,23608,19
deposit,90,23613,8
withdrawal,803,23614,7
deposit,743,23615,12
resolve,210,2193
deposit,33,23618,14
deposit,234,23619,1
withdrawal,22,23621,9
withdrawal,690,23622,14
withdrawal,616,23624,5
deposit,557,23626,5
withdrawal,123,23627,14
deposit,601,23629,10
withdrawal,848,23631,14
dispute,523,8977
resolve,523,8977
withdrawal,695,23634,16
deposit,252,23635,2
deposit,865,23639,6
dispute,422,7824
withdrawal,848,23645,4
withdrawal,785,23649,8
deposit,545,23651,10
withdrawal,660,23654,8
withdrawal,743,23655,10
chargeback,422,7824
dispute,399,19653
withdrawal,484,23659,4
resolve,399,19653
deposit,53,23661,14
dispute,871,1362
chargeback,871,1362
withdrawal,209,23667,4
withdrawal,455,23669,19
deposit,930,23671,5
deposit,83,23672,11
deposit,826,23674,5
withdrawal,781,23676,2
deposit,385,23677,13
withdrawal,806,23678,16
deposit,429,23679,9
deposit,326,23684,6
deposit,381,23685,11
deposit,668,23687,1
withdrawal,757,23689,18
deposit,342,23691,2
deposit,532,23693,1
withdrawal,391,23694,19
withdrawal,390,23697,4
deposit,64,23698,17
deposit,563,23699,16
deposit,134,23701,0
withdrawal,648,23702,17
withdrawal,786,23704,18
deposit,545,23706,13
deposit,391,23708,2
deposit,351,23710,6
withdrawal,494,23711,5
deposit,780,23713,3
withdrawal,143,23717,6
deposit,554,23721,3
deposit,692,23722,5
dispute,336,11440
deposit,943,23725,11
deposit,841,23726,3
chargeback,336,11440
deposit,559,23728,2
dispute,954,9091
withdrawal,867,23731,3
chargeback,954,9091
withdrawal,329,23735,8
deposit,277,23736,2
deposit,195,23737,19
withdrawal,145,23740,8
withdrawal,578,23747,11
withdrawal,511,23749,6
dispute,721,173
withdrawal,329,23751,16
chargeback,721,173
dispute,782,11671
withdrawal,819,23754,2
withdrawal,796,23755,13
resolve,782,11671
deposit,87,23760,4
deposit,663,23761,12
withdrawal,606,23762,18
withdrawal,905,23763,17
deposit,692,23766,15
deposit,508,23767,14
withdrawal,910,23769,9
deposit,205,23772,19
deposit,742,23774,4
withdrawal,835,23775,16
deposit,537,23776,0
withdrawal,87,23777,10
withdrawal,69,23780,2
deposit,344,23782,4
deposit,940,23783,15
withdrawal,477,23784,2
withdrawal,678,23785,12
withdrawal,344,23787,17
deposit,937,23789,18
withdrawal,524,23791,16
deposit,86,23792,0
withdrawal,962,23793,6
withdrawal,445,23795,17
deposit,477,23796,13
withdrawal,148,23797,3
withdrawal,920,23799,7
withdrawal,729,23801,16
withdrawal,334,23806,11
deposit,333,23808,3
withdrawal,756,23815,14
dispute,173,8449
deposit,933,23818,18
resolve,173,8449
deposit,921,23820,0
deposit,905,23821,12
deposit,910,23822,11
withdrawal,400,23825,8
dispute,195,8984
deposit,234,23834,15
deposit,109,23835,1
deposit,4,23837,15
dispute,326,10207
withdrawal,703,23840,3
deposit,958,23841,8
deposit,770,23843,4
deposit,248,23844,7
deposit,532,23851,8
chargeback,195,8984
withdrawal,262,23854,16
deposit,329,23855,11
deposit,420,23856,2
deposit,747,23857,7
withdrawal,719,23859,17
deposit,701,23860,19
withdrawal,630,23861,18
deposit,385,23862,7
deposit,21,23865,7
deposit,326,23866,8
deposit,707,23867,8
withdrawal,815,23868,13
deposit,344,23872,11
deposit,495,23874,7
deposit,40,23875,15
chargeback,326,10207
deposit,718,23878,4
deposit,806,23879,0
deposit,232,23880,14
dispute,159,17695
dispute,209,13664
withdrawal,647,23885,8
withdrawal,910,23886,6
deposit,680,23887,17
deposit,392,23890,19
deposit,990,23891,16
deposit,540,23892,6
withdrawal,414,23893,2
withdrawal,680,23896,6
chargeback,159,17695
chargeback,209,13664
withdrawal,826,23899,0
deposit,221,23900,3
deposit,569,23901,12
deposit,350,23905,10
deposit,939,23906,6
withdrawal,337,23907,11
withdrawal,577,23908,6
withdrawal,948,23909,9
deposit,167,23910,7
deposit,288,23911,13
deposit,40,23912,15
deposit,742,23915,19
withdrawal,443,23916,9
withdrawal,601,23917,18
withdrawal,659,23919,11
withdrawal,956,23920,11
deposit,819,23921,2
withdrawal,152,23922,13
withdrawal,745,23923,13
dispute,761,23397
withdrawal,351,23925,11
deposit,637,23926,0
withdrawal,665,23927,0
deposit,868,23928,14
deposit,876,23929,3
withdrawal,632,23930,5
withdrawal,43,23931,0
deposit,100,23933,4
withdrawal,231,23934,11
resolve,761,23397
deposit,166,23936,13
withdrawal,632,23937,9
deposit,229,23941,5
deposit,517,23942,1
withdrawal,564,23943,18
withdrawal,250,23946,10
deposit,80,23947,16
deposit,605,23948,6
withdrawal,407,23950,17
withdrawal,916,23952,8
deposit,203,23955,5
withdrawal,733,23957,12
withdrawal,186,23958,2
withdrawal,659,23959,2
deposit,986,23960,8
deposit,60,23961,8
withdrawal,822,23965,2
deposit,796,23966,11
withdrawal,252,23967,3
deposit,763,23969,13
deposit,968,23970,5
deposit,761,23971,10
deposit,297,23972,15
deposit,956,23975,4
deposit,224,23977,4
deposit,493,23978,8
withdrawal,706,23979,13
deposit,289,23980,12
withdrawal,285,23983,5
withdrawal,329,23985,18
withdrawal,948,23986,6
deposit,865,23987,13
withdrawal,659,23988,18
deposit,967,23989,14
dispute,382,16267
resolve,382,16267
deposit,945,23993,6
withdrawal,944,23994,7
deposit,580,23995,7
deposit,350,23996,9
withdrawal,392,23997,16
deposit,456,23999,9
withdrawal,934,24000,2
deposit,102,24002,18
withdrawal,807,24005,19
withdrawal,829,24007,16
deposit,383,24009,12
withdrawal,905,24012,11
deposit,993,24013,5
deposit,248,24015,12
withdrawal,194,24018,19
deposit,989,24020,12
withdrawal,951,24022,10
withdrawal,902,24023,17
withdrawal,412,24024,11
withdrawal,678,24025,7
deposit,91,24026,12
deposit,207,24028,7
deposit,594,24029,10
deposit,65,24030,10
deposit,113,24031,3
deposit,678,24036,0
deposit,968,24042,0
withdrawal,368,24046,12
withdrawal,297,24049,9
withdrawal,414,24050,4
withdrawal,82,24052,2
dispute,299,21976
withdrawal,830,24054,8
deposit,43,24057,0
withdrawal,167,24058,8
withdrawal,235,24059,11
deposit,243,24060,19
withdrawal,777,24062,14
deposit,494,24064,15
deposit,158,24065,11
withdrawal,434,24067,18
deposit,963,24070,0
withdrawal,746,24071,5
resolve,299,21976
withdrawal,387,24073,19
withdrawal,454,24074,2
dispute,252,8299
withdrawal,241,24079,11
withdrawal,1,24081,10
deposit,409,24085,8
deposit,914,24090,3
withdrawal,587,24091,5
withdrawal,278,24093,11
dispute,220,12254
withdrawal,280,24097,19
withdrawal,515,24098,16
dispute,761,8217
withdrawal,175,24102,0
withdrawal,559,24103,7
withdrawal,993,24104,16
deposit,327,24106,2
withdrawal,803,24107,7
dispute,152,23334
deposit,782,24109,7
deposit,72,24110,19
withdrawal,86,24111,14
deposit,459,24112,14
chargeback,220,12254
deposit,87,24114,3
dispute,193,1044
deposit,244,24117,5
withdrawal,379,24118,8
withdrawal,578,24121,3
withdrawal,929,24122,1
deposit,958,24123,6
withdrawal,311,24124,19
deposit,148,24125,12
withdrawal,178,24128,7
withdrawal,746,24129,1
withdrawal,773,24133,18
withdrawal,983,24134,3
withdrawal,53,24136,19
withdrawal,25,24137,13
withdrawal,113,24138,6
withdrawal,192,24139,6
chargeback,252,8299
withdrawal,942,24141,18
dispute,595,21054
resolve,761,8217
chargeback,193,1044
deposit,580,24149,6
withdrawal,856,24151,10
withdrawal,446,24155,13
deposit,630,24157,15
deposit,134,24158,14
withdrawal,446,24159,6
deposit,948,24160,9
deposit,893,24162,16
withdrawal,83,24164,1
deposit,390,24165,17
deposit,280,24166,7
deposit,352,24167,19
withdrawal,322,24170,6
withdrawal,972,24171,9
deposit,704,24172,4
withdrawal,331,24175,12
deposit,374,24176,5
deposit,590,24178,9
deposit,564,24179,15
deposit,153,24180,13
deposit,438,24181,3
withdrawal,344,24182,1
deposit,524,24184,2
deposit,152,24185,2
deposit,577,24187,4
withdrawal,587,24188,2
withdrawal,783,24189,0
deposit,682,24190,7
deposit,807,24193,1
deposit,235,24196,7
deposit,327,24197,7
withdrawal,483,24199,5
deposit,676,24200,13
resolve,152,23334
deposit,772,24205,13
deposit,95,24207,18
chargeback,595,21054
withdrawal,414,24209,11
withdrawal,419,24210,13
withdrawal,229,24212,4
deposit,399,24213,16
deposit,23,24214,19
deposit,612,24218,12
deposit,744,24221,3
deposit,652,24223,13
withdrawal,671,24224,2
deposit,15,24228,2
withdrawal,617,24230,16
withdrawal,112,24232,14
deposit,716,24233,16
deposit,671,24235,19
dispute,910,22658
deposit,157,24240,16
deposit,98,24241,6
deposit,168,24242,18
deposit,656,24243,3
deposit,547,24244,12
deposit,268,24246,16
withdrawal,213,24250,13
deposit,689,24252,4
withdrawal,656,24253,19
deposit,381,24254,17
deposit,632,24255,19
withdrawal,666,24256,10
deposit,944,24257,18
chargeback,910,22658
withdrawal,621,24259,5
withdrawal,777,24261,5
deposit,656,24263,9
dispute,229,21096
deposit,574,24270,9
deposit,504,24271,17
deposit,555,24274,0
deposit,136,24276,7
withdrawal,670,24281,14
deposit,689,24284,7
chargeback,229,21096
withdrawal,7,24288,7
withdrawal,547,24289,16
withdrawal,955,24292,15
deposit,950,24293,5
deposit,312,24295,14
deposit,247,24296,4
deposit,390,24297,15
withdrawal,282,24299,3
deposit,104,24300,13
withdrawal,87,24303,5
deposit,560,24304,9
deposit,291,24305,18
deposit,598,24307,3
deposit,454,24308,0
withdrawal,330,24309,2
deposit,985,24313,13
deposit,353,24314,1
withdrawal,114,24315,12
deposit,920,24316,0
withdrawal,102,24318,2
deposit,278,24323,2
deposit,920,24330,17
withdrawal,173,24332,3
deposit,643,24333,1
withdrawal,476,24336,6
withdrawal,409,24337,16
deposit,979,24341,2
deposit,166,24342,3
withdrawal,438,24343,2
deposit,605,24344,18
dispute,134,5677
deposit,545,24349,5
resolve,134,5677
deposit,744,24352,10
withdrawal,829,24353,13
withdrawal,764,24354,8
withdrawal,454,24360,10
deposit,859,24364,3
deposit,649,24366,14
deposit,429,24367,15
withdrawal,388,24368,18
withdrawal,913,24369,16
dispute,43,20133
deposit,668,24373,15
deposit,823,24376,13
deposit,582,24377,19
withdrawal,665,24379,5
withdrawal,665,24380,18
deposit,254,24381,0
deposit,226,24382,3
dispute,872,23168
resolve,43,20133
withdrawal,21,24386,4
deposit,384,24388,19
deposit,420,24389,14
withdrawal,939,24390,16
withdrawal,811,24391,14
deposit,922,24392,7
withdrawal,665,24393,3
deposit,79,24394,4
resolve,872,23168
deposit,826,24398,13
withdrawal,62,24401,17
withdrawal,110,24402,14
withdrawal,995,24405,15
withdrawal,800,24408,17
withdrawal,56,24409,6
withdrawal,901,24410,1
withdrawal,100,24411,18
deposit,768,24412,6
withdrawal,468,24413,13
deposit,100,24414,18
deposit,445,24417,9
deposit,363,24420,19
deposit,369,24421,7
withdrawal,455,24422,2
withdrawal,930,24423,15
withdrawal,857,24426,10
deposit,700,24429,9
withdrawal,840,24430,8
withdrawal,879,24435,5
deposit,862,24438,18
